ID	Language	Word	Gloss	Annotation	Cognacy
90963	nabak	(he) dies	gəki-	(he) dies	094.1ef6
92280	ono	rope	ranom	rope	
90460	ono	thou	ge	thou	1e7f,094.1e80
92126	ono	(he) sucks	muzuluki-	(he) sucks	094.1e82
90978	ono	(he) sleeps	pa-	(he) sleeps	
92266	ono	(she) sews	gbetut-	(she) sews	094.1f28
91692	ono	how	daleo	how	
92112	ono	(he) laughs	teni-	(he) laughs	
91496	ono	(his) hand	me-	(his) hand	094.1de3
92350	ono	work	urata	work	
91370	ono	(its) root	ŋodi-	(its) root	
92196	ono	dull	ŋetŋemidaine	dull	
91860	ono	(he) digs	kepikito-	(he) digs	
92224	ono	(his) sister	kiari-	(his) sister	
90474	ono	we	ŋedo	we	
92154	ono	(he) spits	mŋekat-	(he) spits	
90712	ono	(he) stands	okore-	(he) stands	
92294	ono	(he) shoots	yato-	(he) shoots	
90992	ono	(he) eats	ni-	(he) eats	094.207f
92336	ono	clothing	poet	clothing	094.1e13
91762	ono	(he) holds	mi-	(he) holds	094.1e6a
92392	ono	(it) swells	sue-	(it) swells	094.1efe
91454	ono	woman	ŋerep	woman	
92098	ono	(he) vomits	madogi-	(he) vomits	
91972	ono	(its) flower	dzurai-	(its) flower	094.1e04
92364	ono	spear	bim	spear	
91006	ono	(he) bites it	ki-	(he) bites it	094.1e5e
92252	ono	(his) mother	naga-	(his) mother	
90726	ono	all	korop	all	
92084	ono	(its) breath	asumora	(its) breath	
91020	ono	black	dika	black	
92182	ono	warm	geleune	warm	
90586	ono	moon	meso	moon	094.1eed
91538	ono	(its) foot	ki-	(its) foot	094.1e1c
91440	ono	bird	naŋi	bird	094.34a2
92378	ono	(he) blows	puani-	(he) blows	
91300	ono	mountain	bonaga	mountain	094.1eb4
92308	ono	(he) counts	dapori-	(he) counts	
90516	ono	that	eri	that	
92210	ono	(his) brother	tat-	(his) brother	094.1e93
91034	ono	green	wisika	green	
92168	ono	old	lewitne	old	
91594	ono	(its) skin	solai-	(its) skin	094.1f15
92238	ono	(his) father	maga-	(his) father	
90740	ono	many	louloutŋe	many	
92140	ono	(he) cries	arop-	(he) cries	
91048	ono	white	libeka	white	
92322	ono	(they) play	gbat	(they) play	
91678	ono	where	dia	where	094.1eaf
90908	ono	(its) fat	kelok-	(its) fat	094.1f57
91874	ono	(he) cuts	kitot-	(he) cuts	
91986	ono	(its) fruit	wele	(its) fruit	
90488	ono	who	mane	who	
91062	ono	red	weŋemka	red	
91776	ono	(he) falls	keti-	(he) falls	
90754	ono	night	ruwo	night	
91076	ono	yellow	yaŋaike	yellow	
90558	ono	two	etke	two	
90600	ono	round	lolik lolik	round	094.1e8b
91090	ono	good	maine	good	
90768	ono	long	kiroine	long	094.1def
91104	ono	hot	gerep	hot	094.1e44
91426	ono	dog	kasi	dog	094.1f4d
91510	ono	(its) tongue	belakami-	(its) tongue	
91118	ono	new	wele	new	
92000	ono	stick	pokup	stick	
91888	ono	some	nat-	some	
91286	ono	stone	wesi	stone	
91790	ono	(he) turns	maiŋgi-	(he) turns	
90782	ono	big	suaine	big	
91132	ono	(it is) dry	dzipki-	(it is) dry	094.1ded
91356	ono	tree	eki	tree	
90614	ono	(it is) full	watgi	(it is) full	
90530	ono	this	I	this	094.1f04
91146	ono	cold	momoine	cold	
90894	ono	(its) heart	kombaŋi-	(its) heart	
91608	ono	(its) head	lewit-	(its) head	
90796	ono	small	nigatne	small	
91160	ono	(its) name	dei-	(its) name	
92014	ono	worm	boso	worm	094.1e0f
91902	ono	short	bomgoi-	short	
91174	ono	not	mi	not	094.1f51
91706	ono	and	mi	and	094.1e62
90810	ono	star	serekiŋ	star	
91188	ono	(it) burns	dzi-	(it) burns	094.1e08
90628	ono	(his) knee	wawet-	(his) knee	
90684	ono	(he) sits	meri-	(he) sits	
91524	ono	(its) tooth	ŋet-	(its) tooth	
91622	ono	(its) bone	set-	(its) bone	094.1f1a
91342	ono	(its) leaf	meti-	(its) leaf	
91202	ono	road	numa	road	2d1d
91412	ono	louse	emen	louse	094.1e02
90824	ono	sun	kaiwe	sun	094.1e4a
92028	ono	snake	koma	snake	094.1e27
91216	ono	water	doku	water	094.1f31
91804	ono	(he) throws	gbeligi-	(he) throws	
91944	ono	dust	kinekine	dust	
91552	ono	(its) tail	dai-	(its) tail	094.1ecf
91734	ono	right (side)	warage	right (side)	
90838	ono	cloud	kezoŋ	cloud	
91244	ono	(he) hit him	kpe-	(he) hit him	094.1f2f
90656	ono	breast	ŋamu-	breast	094.1e96
90642	ono	(its) claw	zolip-	(its) claw	
91916	ono	wind	momo	wind	094.1ed2
90544	ono	one	weku	one	
91258	ono	(he) knows	deri-	(he) knows	
91272	ono	sand	gbalak	sand	
91720	ono	there	eri	there	094.1e1a
91230	ono	smoke	ŋaup	smoke	
90446	ono	I	nâ	I	094.1ea5
91930	ono	sky	kpeli	sky	
92042	ono	animal	osom	animal	094.1f3d
91818	ono	(he) pulls	woraŋ-	(he) pulls	094.1e83
90866	ono	(its) belly	kai-	(its) belly	
91664	ono	they	eŋe	they	094.1f0d
91328	ono	earth	kepe	earth	
90880	ono	(its) nose	sot-	(its) nose	
91468	ono	man	ŋei	man	094.1e14
91636	ono	he	e	he	094.1ec0
91832	ono	(he) pushes	bira-	(he) pushes	
91846	ono	(he) washes	sauk-	(he) washes	094.1f37
90670	ono	(he) comes	sa-	(he) comes	
92056	ono	(its) back	romo-	(its) back	
91482	ono	(its) blood	weŋemi-	(its) blood	
91748	ono	left (side)	wesi	left (side)	
90502	ono	what	onoka	what	
91580	ono	(its) eye	dei-	(its) eye	094.1eb7
91566	ono	(its) meat	biku-	(its) meat	094.1f12
91314	ono	ashes	kau	ashes	094.1e69
90922	ono	(its) neck	ebi-	its neck	094.1f06
91384	ono	(its) seed	wau-	(its) seed	
90852	ono	rain	koia	rain	094.1ed9
91398	ono	(its) ear	ket-	(its) ear	094.1ebc
90936	ono	(its) hair	dzou-	(its) hair	094.1f40
91958	ono	lake	namuŋ	lake	
90950	ono	(he) dies	seuki-	(he) dies	
92070	ono	(its) wing	gbimgiliu-	(its) wing	
91650	ono	ye	ŋine	ye	094.1f1b
90964	ono	(he) sees me	nan-	(he) sees me	094.1ee0
90698	ono	(he) gives me	nin-	(he) gives me	094.1ed7
90572	ono	(he) says	ra-	(he) says	
91539	selepet	(its) foot	kâi-	(its) foot	094.1e1c
91861	selepet	(he) digs	ai-	(he) digs	
92393	selepet	(it) swells	suk-	(it) swells	094.1efe
90671	selepet	(he) comes	ga-	(he) comes	094.1eee
92379	selepet	(he) blows	hângu-	(he) blows	
90503	selepet	what	wuân	what	094.1e4f
92323	selepet	(they) play	heŋ	(they) play	
90979	selepet	(he) sleeps	i-	(he) sleeps	094.1f3c
92295	selepet	(he) shoots	yer-	(he) shoots	094.1f58
90951	selepet	(he) dies	mu-	(he) dies	094.1ef3,34a7
92337	selepet	clothing	pet	clothing	094.1e13
90867	selepet	(its) belly	tep-	(its) belly	094.1f2e
92281	selepet	rope	ip	rope	
90993	selepet	(he) eats	ni-	(he) eats	094.207f
92225	selepet	(his) sister	tou-	(his) sister	094.1ea7
90713	selepet	(he) stands	kin-	(he) stands	094.1df5
90909	selepet	(its) fat	kelu-	(its) fat	094.1f57
91651	selepet	ye	yen	ye	094.1f1c
92365	selepet	spear	igep	spear	094.1e9e
92085	selepet	(its) breath	heak	(its) breath	094.1dfc
92239	selepet	(his) father	awâ-	(his) father	094.1eff
91763	selepet	(he) holds	mi-	(he) holds	094.1e6a
92253	selepet	(his) mother	mâmâ-	(his) mother	094.1e23
90657	selepet	breast	nam-	breast	094.1e96
92351	selepet	work	nep	work	094.1e17
91441	selepet	bird	nâi	bird	094.34a2
92267	selepet	(she) sews	gâre-	(she) sews	094.1f61
91007	selepet	(he) bites it	ihi-	(he) bites it	094.1e5f
92309	selepet	(he) counts	sâliku-	(he) counts	094.1e10
91301	selepet	mountain	gibâŋe	mountain	094.1eb5
92211	selepet	(his) brother	ata-	(his) brother	094.1e94
90461	selepet	thou	gâ	thou	094.1e7f
91021	selepet	black	heleŋ	black	094.1ee9
90727	selepet	all	kerek	all	
90587	selepet	moon	emesenŋe	moon	
90517	selepet	that	ya	that	094.1edb
91973	selepet	(its) flower	suri-	(its) flower	094.1e04
91035	selepet	green	golâ	green	094.1e48
91427	selepet	dog	soso	dog	387
92099	selepet	(he) vomits	mohat-	(he) vomits	094.1e45
90447	selepet	I	nâ	I	094.1ea5
91049	selepet	white	kaok	white	094.1e30
90741	selepet	many	biwirâ	many	094.1df2
91875	selepet	(he) cuts	hâre-	(he) cuts	094.1f23
91679	selepet	where	wonân	where	094.1eb1
91497	selepet	(his) hand	bât-	(his) hand	094.1e78
91777	selepet	(he) falls	kioŋ-	(he) falls	
91063	selepet	red	kuriŋ	red	094.1e7b
91595	selepet	(its) skin	hâk-	(its) skin	094.1f16
91077	selepet	yellow	gibaŋ	yellow	094.1e33
90755	selepet	night	omoŋ	night	
91987	selepet	(its) fruit	bon-	(its) fruit	094.1e53
90601	selepet	round	gâwâŋ gâwâŋ	round	094.1e8c
92113	selepet	(he) laughs	giriŋ-	(he) laughs	094.1ede
91091	selepet	good	âlipŋe	good	094.1e5c
92029	selepet	snake	habe	snake	
91511	selepet	(its) tongue	nibilam-	(its) tongue	094.1f48
91105	selepet	hot	kâlâp	hot	094.1e43
90769	selepet	long	kâlip	long	094.1def
91357	selepet	tree	nak	tree	094.1e9a
91889	selepet	some	nobot-	some	094.1ecc
90895	selepet	(its) heart	kabiam-	(its) heart	094.1f33
91119	selepet	new	âiŋe	new	
91287	selepet	stone	kât	stone	094.1e54
91693	selepet	how	gira	how	
91133	selepet	(it is) dry	hârâŋ-	(it is) dry	094.1dec
90783	selepet	big	pato	big	094.1e3f
92127	selepet	(he) sucks	musuku-	(he) sucks	094.1e82
92001	selepet	stick	kapam	stick	094.1e29
90615	selepet	(it is) full	pik-	(it is) full	094.1ee7
91791	selepet	(he) turns	purik-	(he) turns	094.1e64
90531	selepet	this	yu	this	
91147	selepet	cold	bâlâpŋe	cold	094.1e01
90489	selepet	who	âlâ	who	094.1f2b
91609	selepet	(its) head	kun-	(its) head	094.1e4b
90853	selepet	rain	gelâk	rain	
91161	selepet	(its) name	kut-	(its) name	094.1e09
90797	selepet	small	tipiŋe	small	
91623	selepet	(its) bone	hahit-	(its) bone	094.1f1a
90685	selepet	(he) sits	ta-	(he) sits	094.1f0a
91175	selepet	not	ki	not	094.1e6d
92141	selepet	(he) cries	isi-	(he) cries	094.1efb
91707	selepet	and	otmu	and	
91189	selepet	(it) burns	si-	(it) burns	094.1e08
90811	selepet	star	petu	star	094.1e3c
92015	selepet	worm	wik	worm	094.1f46
90629	selepet	(his) knee	pawut-	(his) knee	094.1e86
91273	selepet	sand	sak	sand	094.1e98
91903	selepet	short	tâlâwâk	short	094.1f24
91203	selepet	road	giop	road	2d1d
90937	selepet	(its) hair	somot-	(its) hair	094.1f42
91525	selepet	(its) tooth	sât-	(its) tooth	094.1f5e
91343	selepet	(its) leaf	esen-	(its) leaf	094.1ed5
91217	selepet	water	5o	water	094.1f32
90825	selepet	sun	dewutâ	sun	
92155	selepet	(he) spits	tâp-	(he) spits	094.1ea1
91413	selepet	louse	imen	louse	094.1e02
91805	selepet	(he) throws	pila-	(he) throws	
91665	selepet	they	yâk	they	1f10,094.1f11
91931	selepet	sky	hibim	sky	094.1efa
91245	selepet	(he) hit him	ku-	(he) hit him	094.1f2d
90839	selepet	cloud	elem	cloud	
90643	selepet	(its) claw	pekat-	(its) claw	094.1ef1
91581	selepet	(its) eye	sen-	(its) eye	094.1eb7
90545	selepet	one	konok	one	094.1ec4
91917	selepet	wind	berom	wind	094.1ecb
91231	selepet	smoke	utun	smoke	10ee
91455	selepet	woman	ibi	woman	094.1e2b
91721	selepet	there	eda	there	094.1e1a
92043	selepet	animal	sogo	animal	094.1f38
92057	selepet	(its) back	kâdât-	(its) back	094.1e39
91819	selepet	(he) pulls	dâi-	(he) pulls	
92169	selepet	old	sobo	old	094.1ec2
91637	selepet	he	yâk	he	094.1ebf
91399	selepet	(its) ear	âdâp-	(its) ear	094.1ebb
91329	selepet	earth	hân	earth	094.1e7e
91553	selepet	(its) tail	hape-	(its) tail	094.1ed1
91833	selepet	(he) pushes	hâpun-	(he) pushes	
91469	selepet	man	lok	man	094.1e16
91735	selepet	right (side)	bon	right (side)	094.1e77
91567	selepet	(its) meat	sunum-	(its) meat	094.1f14
90559	selepet	two	yâhâp	two	094.1e06
91959	selepet	lake	degân	lake	094.1e71
91371	selepet	(its) root	gihit-	(its) root	
92183	selepet	warm	uruk uruk	warm	094.1f19
91259	selepet	(he) knows	naga-	(he) knows	094.1de9
91315	selepet	ashes	kâu	ashes	094.1e69
91385	selepet	(its) seed	kehet-	(its) seed	094.1e6c
91945	selepet	dust	wahap	dust	094.1f20
90923	selepet	(its) neck	obe-	its neck	094.1f06
90881	selepet	(its) nose	hâme-	(its) nose	094.1f52
91483	selepet	(its) blood	hep-	(its) blood	094.1f5d
91749	selepet	left (side)	kane	left (side)	094.1e22
91847	selepet	(he) washes	puri-	(he) washes	094.1f37
90475	selepet	we	nen	we	094.1f50
92071	selepet	(its) wing	pegam-	(its) wing	094.1ead
90965	selepet	(he) sees me	nek-	(he) sees me	094.1ee2
90699	selepet	(he) gives me	nihi-	(he) gives me	094.1ed6
92197	selepet	dull	pâlâmŋe	dull	094.1f3f
90573	selepet	(he) says	y-	(he) says	094.1e90
92345	burum	clothing	sârâ	clothing	
90973	burum	(he) sees me	nek-	(he) sees me	094.1ee2
92359	burum	work	nup	work	094.1e17
91869	burum	(he) digs	etso-	(he) digs	094.1ec9
92387	burum	(he) blows	unâŋ-	(he) blows	
90707	burum	(he) gives me	niŋgi-	(he) gives me	094.1ed6
92401	burum	(it) swells	kpari-	(it) swells	
90511	burum	what	wania	what	094.1e4f
92373	burum	spear	liŋgip	spear	094.1e9e
91883	burum	(he) cuts	ârâŋgâ-	(he) cuts	
91547	burum	(its) foot	kana-	(its) foot	094.1e2d
92205	burum	dull	mâhâmŋi	dull	
90917	burum	(its) fat	kelâk-	(its) fat	094.1f57
91491	burum	(its) blood	sep-	(its) blood	094.1f5d
90987	burum	(he) sleeps	ahâ-	(he) sleeps	094.1f3a
91967	burum	lake	aŋgâ	lake	094.1e71
92079	burum	(its) wing	gingin-	(its) wing	094.1e24
91001	burum	(he) eats	ne-	(he) eats	094.207f
90581	burum	(he) says	dzi-	(he) says	094.1e90
92093	burum	(its) breath	osoŋgom	(its) breath	094.1dfa
91771	burum	(he) holds	ma-	(he) holds	094.1e6a
91673	burum	they	yeŋân	they	094.1f0f
90721	burum	(he) stands	kin-	(he) stands	094.1df5
91589	burum	(its) eye	dze-	(its) eye	094.1eb7
91015	burum	(he) bites it	yâhâ-	(he) bites it	094.1e5f
91029	burum	black	tâwuŋi	black	
92219	burum	(his) brother	dat-	(his) brother	094.1e93
90903	burum	(its) heart	wel bât-	(its) heart	094.1f30
90735	burum	all	kpakpak	all	
91435	burum	dog	kiam	dog	094.1f4c
91043	burum	green	gârâkŋi	green	
91295	burum	stone	kât	stone	094.1e54
91057	burum	white	tuatŋi	white	094.1e2f
90595	burum	moon	kain	moon	094.1eeb
91981	burum	(its) flower	dzura-	(its) flower	094.1e04
90749	burum	many	gâtpâk	many	
91365	burum	tree	ip	tree	094.1f55
91071	burum	red	pisikŋi	red	094.1e7a
90567	burum	two	yahat	two	094.1e06
92107	burum	(he) vomits	lon-	(he) vomits	094.1e46
92233	burum	(his) sister	nen-	(his) sister	094.1ea8
90945	burum	(its) hair	dzup-	(its) hair	094.1f40
91085	burum	yellow	gohotŋi	yellow	094.1e34
90763	burum	night	suŋgem	night	094.1e41
91687	burum	where	deneke	where	094.1eb0
91393	burum	(its) seed	kât-	(its) seed	094.1e6e
90525	burum	that	me	that	094.1e18
91505	burum	(his) hand	bârâ-	(his) hand	094.1dfd
92135	burum	(he) sucks	bobok-	(he) sucks	
92121	burum	(he) laughs	gisihi-	(he) laughs	094.1e19
91701	burum	how	denep	how	094.1e1d
91099	burum	good	âlipŋi	good	094.1e5c
91351	burum	(its) leaf	sin-	(its) leaf	094.1ed5
91113	burum	hot	kândâp	hot	094.1e43
92247	burum	(his) father	iwi-	(his) father	094.1eff
90609	burum	round	lambâ	round	
90777	burum	long	kâripŋi	long	094.1def
91995	burum	(its) fruit	lâwât-	(its) fruit	
91603	burum	(its) skin	sile-	(its) skin	094.1f17
91127	burum	new	dâlâkŋi	new	094.1e88
90483	burum	we	nini	we	094.1f50
91785	burum	(he) falls	he-	(he) falls	094.1e1f
91421	burum	louse	imin	louse	094.1e02
91141	burum	(it is) dry	ârâŋgâ-	(it is) dry	094.1dec
90791	burum	big	ketaŋi	big	094.1e3d
92009	burum	stick	kambim	stick	094.1e29
90651	burum	(its) claw	kambâ-	(its) claw	
92261	burum	(his) mother	nam-	(his) mother	094.1e23
91155	burum	cold	dziŋim	cold	
91911	burum	short	târâp-	short	094.1f24
91799	burum	(he) turns	meleŋ-	(he) turns	094.1e66
91169	burum	(its) name	kpet-	(its) name	
90623	burum	(it is) full	kokolak kpe-	(it is) full	094.1ee6
91897	burum	some	tosat-	some	094.1ece
90805	burum	small	moroŋi	small	
91519	burum	(its) tongue	neselam-	(its) tongue	094.1f48
91183	burum	not	kpahâp	not	094.1f4f
91197	burum	(it) burns	dze-	(it) burns	094.1e08
91617	burum	(its) head	noruk-	(its) head	094.1eba
90819	burum	star	seŋgeleu	star	094.1e3b
90539	burum	this	ke	this	12e4
92149	burum	(he) cries	saha-	(he) cries	094.1ef9
91715	burum	and	mi	and	094.1e62
91211	burum	road	kâna	road	094.1f66
92023	burum	worm	maŋgik	worm	
90455	burum	I	ni	I	094.1ea4,1746
91449	burum	bird	nei	bird	094.34a2
91225	burum	water	ou	water	a96,094.1f26
90637	burum	(his) knee	simin-	(his) knee	094.1e84
92177	burum	old	walakŋi	old	094.1ebe
91407	burum	(its) ear	ketsap-	(its) ear	094.1ebc
90833	burum	sun	welgân	sun	094.1e49
90665	burum	breast	dzudzu-	breast	094.1e97
91631	burum	(its) bone	sihit-	(its) bone	094.1f1a
91239	burum	smoke	kasak	smoke	094.1f63
90931	burum	(its) neck	dzâl-	its neck	094.1f07
90469	burum	thou	gi	thou	094.1e80
91813	burum	(he) throws	gilian-	(he) throws	
91253	burum	(he) hit him	kpe-	(he) hit him	094.1f2f
91855	burum	(he) washes	soŋgaŋ-	(he) washes	094.1f36
92037	burum	snake	mokoleŋ	snake	094.1e26
90847	burum	cloud	kousu	cloud	094.1dfe
90679	burum	(he) comes	ka-	(he) comes	094.1eee
92163	burum	(he) spits	sâwât-	(he) spits	094.1ea0
91533	burum	(its) tooth	dzit-	(its) tooth	094.1f5e
91281	burum	sand	sak	sand	094.1e98
92275	burum	(she) sews	ume-	(she) sews	094.1f62
92289	burum	rope	kisa	rope	094.1e0e
90497	burum	who	kun	who	094.1f29
90861	burum	rain	kie	rain	094.1ed9
92303	burum	(he) shoots	erâ-	(he) shoots	094.1f58
91323	burum	ashes	kau	ashes	094.1e69
91267	burum	(he) knows	ma-	(he) knows	094.1dea
91463	burum	woman	ambi	woman	094.1e2b
91925	burum	wind	luhut	wind	1eac,094.1ed2
91729	burum	there	endu	there	094.1e1a
91561	burum	(its) tail	dai-	(its) tail	094.1ecf
91645	burum	he	I	he	094.1ec0
91337	burum	earth	gâlme	earth	
90889	burum	(its) nose	sâhârâ-	(its) nose	094.1f53
91827	burum	(he) pulls	arâ-	(he) pulls	094.1e83
91743	burum	right (side)	âl	right (side)	094.1e74
92317	burum	(he) counts	oyen-	(he) counts	094.1e12
91841	burum	(he) pushes	kpetalian-	(he) pushes	
92051	burum	animal	sumbup	animal	094.1de2
91939	burum	sky	suep	sky	
92065	burum	(its) back	gânesem-	(its) back	
91477	burum	man	atsi	man	
90553	burum	one	mohot	one	094.1ec6
90875	burum	(its) belly	gâlâm-	(its) belly	
91575	burum	(its) meat	busu-	(its) meat	094.1f13
91953	burum	dust	nesak	dust	094.1f1f
91659	burum	ye	ini	ye	094.1f1b
90693	burum	(he) sits	ta-	(he) sits	094.1f0a
90959	burum	(he) dies	kâmu-	(he) dies	094.1ef4
92191	burum	warm	kândâp kândâp	warm	
92331	burum	(they) play	mânahât	(they) play	
91309	burum	mountain	kunduŋi	mountain	094.1eb3
91757	burum	left (side)	kpani	left (side)	094.1e22
91379	burum	(its) root	dzalâ-	(its) root	094.1e57
92200	mindik	dull	dzâtbâtâm	dull	
90702	mindik	(he) gives me	niŋgi-	(he) gives me	094.1ed6
91766	mindik	(he) holds	me-	(he) holds	094.1e6a
90576	mindik	(he) says	dzi-	(he) says	094.1e90
92354	mindik	work	nup	work	094.1e17
90982	mindik	(he) sleeps	ahâ-	(he) sleeps	094.1f3a
91444	mindik	bird	nei	bird	094.34a2
91962	mindik	lake	aŋgâ	lake	094.1e71
91304	mindik	mountain	kunduŋi	mountain	094.1eb3
90996	mindik	(he) eats	ne-	(he) eats	094.207f
90688	mindik	(he) sits	ta-	(he) sits	094.1f0a
90716	mindik	(he) stands	kin-	(he) stands	094.1df5
91010	mindik	(he) bites it	yâhâ-	(he) bites it	094.1e5f
90674	mindik	(he) comes	ka-	(he) comes	094.1eee
91864	mindik	(he) digs	etso-	(he) digs	094.1ec9
91584	mindik	(its) eye	dze-	(its) eye	094.1eb7
91374	mindik	(its) root	dzalâ-	(its) root	094.1e57
90478	mindik	we	nini	we	094.1f50
92368	mindik	spear	liŋgip	spear	094.1e9e
91976	mindik	(its) flower	dzura-	(its) flower	094.1e04
92088	mindik	(its) breath	osoŋgom	(its) breath	094.1dfa
91024	mindik	black	indzaŋi	black	094.1e8f
92214	mindik	(his) brother	dat-	(his) brother	094.1e93
90730	mindik	all	mooketaŋi	all	
91682	mindik	where	denoke	where	094.1eb0
90590	mindik	moon	kaiŋ	moon	094.1eeb
91038	mindik	green	tâŋgân tâŋgân	green	
90884	mindik	(its) nose	sâŋgârâ-	(its) nose	094.1f53
91360	mindik	tree	ip	tree	094.1f55
91500	mindik	(his) hand	dzât-	(his) hand	
91388	mindik	(its) seed	kât-	(its) seed	094.1e6e
90548	mindik	one	mokuŋ	one	094.1ec7
92382	mindik	(he) blows	hu-	(he) blows	094.354c
91780	mindik	(he) falls	he-	(he) falls	094.1e1f
90520	mindik	that	me	that	094.1e18
91052	mindik	white	toatŋi	white	094.1e2f
90744	mindik	many	seseŋi	many	094.1df4
92102	mindik	(he) vomits	lon-	(he) vomits	094.1e46
91066	mindik	red	pâsikŋi	red	094.1e7a
90464	mindik	thou	gi	thou	094.1e80
92228	mindik	(his) sister	nen-	(his) sister	094.1ea8
91276	mindik	sand	sakosiŋ	sand	094.1e98
91878	mindik	(he) cuts	kpiti-	(he) cuts	
91290	mindik	stone	kât	stone	094.1e54
91080	mindik	yellow	gibaŋi	yellow	
91430	mindik	dog	kiam	dog	094.1f4c
90758	mindik	night	suŋgem	night	094.1e41
91598	mindik	(its) skin	sele-	(its) skin	094.1f15
91990	mindik	(its) fruit	hâl-	(its) fruit	094.1e50
90604	mindik	round	lilik lilik	round	094.1e8b
91094	mindik	good	âlipŋi	good	094.1e5c
90898	mindik	(its) heart	wel bât-	(its) heart	094.1f30
90450	mindik	I	ni	I	1746,094.1ea4
92242	mindik	(his) father	mam-	(his) father	094.4a8
91108	mindik	hot	kânâp	hot	094.1e43
90856	mindik	rain	kie	rain	094.1ed9
90772	mindik	long	kâripŋi	long	094.1def
90912	mindik	(its) fat	kelâk-	(its) fat	094.1f57
92116	mindik	(he) laughs	botakâl-	(he) laughs	
91122	mindik	new	dâlâkŋi	new	094.1e88
91892	mindik	some	tosat-	some	094.1ece
91136	mindik	(it is) dry	ârâŋgo-	(it is) dry	094.1dec
90786	mindik	big	ketaŋi	big	094.1e3d
92004	mindik	stick	tahap	stick	094.1e2a
90940	mindik	(its) hair	dzup-	(its) hair	094.1f40
90618	mindik	(it is) full	koko kpe-	(it is) full	094.1ee6
91514	mindik	(its) tongue	nesolam-	(its) tongue	094.1f48
91150	mindik	cold	hamotŋi	cold	
91696	mindik	how	denowo	how	094.1e1d
90506	mindik	what	nâwâ	what	
92130	mindik	(he) sucks	botso-	(he) sucks	094.1ef2
91794	mindik	(he) turns	meleŋ-	(he) turns	094.1e66
91542	mindik	(its) foot	kana-	(its) foot	094.1e2d
92018	mindik	worm	gusu	worm	094.1e0f
91164	mindik	(its) name	kurap-	(its) name	
90800	mindik	small	komokŋi	small	094.1dee
92144	mindik	(he) cries	saha-	(he) cries	094.1ef9
91808	mindik	(he) throws	moso-	(he) throws	094.1ea2
90534	mindik	this	mu	this	094.1f02
91178	mindik	not	kpaho	not	094.1f4f
91612	mindik	(its) head	noruk-	(its) head	094.1eba
91416	mindik	louse	imin	louse	094.1e02
91192	mindik	(it) burns	dze-	(it) burns	094.1e08
91346	mindik	(its) leaf	sin-	(its) leaf	094.1ed5
90814	mindik	star	seŋgeleu	star	094.1e3b
90492	mindik	who	kân	who	094.1f29
90632	mindik	(his) knee	simin-	(his) knee	094.1e84
91206	mindik	road	kâna	road	094.1f66
92340	mindik	clothing	opo	clothing	094.1de5
91710	mindik	and	ami	and	094.1e62
92270	mindik	(she) sews	ume-	(she) sews	094.1f62
91906	mindik	short	târâp-	short	094.1f24
91528	mindik	(its) tooth	dzât-	(its) tooth	094.1f5e
91220	mindik	water	ou	water	a96,094.1f26
90562	mindik	two	wâit	two	094.1e05
90828	mindik	sun	wehon	sun	094.1e49
92312	mindik	(he) counts	oyon-	(he) counts	094.1e12
91626	mindik	(its) bone	sihit-	(its) bone	094.1f1a
91836	mindik	(he) pushes	meakpo-	(he) pushes	
91920	mindik	wind	luhut	wind	1eac,094.1ed2
91332	mindik	earth	baloŋ	earth	
92284	mindik	rope	kisa	rope	094.1e0e
91822	mindik	(he) pulls	hârâ-	(he) pulls	094.1e83
92046	mindik	animal	sumbup	animal	094.1de2
92032	mindik	snake	mokoleŋ	snake	094.1e26
91248	mindik	(he) hit him	kpe-	(he) hit him	094.1f2f
90842	mindik	cloud	kousu	cloud	094.1dfe
92158	mindik	(he) spits	sâwât-	(he) spits	094.1ea0
90926	mindik	(its) neck	dzâl-	its neck	094.1f07
92172	mindik	old	walakŋi	old	094.1ebe
91402	mindik	(its) ear	ketsap-	(its) ear	094.1ebc
92256	mindik	(his) mother	namon-	(his) mother	094.1e23
91234	mindik	smoke	kowak	smoke	094.1f63
91262	mindik	(he) knows	mo-	(he) knows	094.1dea
90646	mindik	(its) claw	kesât-	(its) claw	
92298	mindik	(he) shoots	erâ-	(he) shoots	094.1f58
92396	mindik	(it) swells	boŋgo-	(it) swells	094.1f09
91458	mindik	woman	ambi	woman	094.1e2b
91556	mindik	(its) tail	lou-	(its) tail	
91724	mindik	there	endu	there	094.1e1a
91640	mindik	he	I	he	094.1ec0
91738	mindik	right (side)	hâl	right (side)	094.1e74
91934	mindik	sky	kurumen	sky	094.1ef7
91472	mindik	man	aiwi	man	
92074	mindik	(its) wing	gingin-	(its) wing	094.1e24
91948	mindik	dust	iwai	dust	094.1f1e
91654	mindik	ye	iŋiŋi	ye	094.1f1b
92060	mindik	(its) back	gemat-	(its) back	094.1e38
92186	mindik	warm	kânâpnaŋguk	warm	
90660	mindik	breast	dzudzu-	breast	094.1e97
91318	mindik	ashes	kau	ashes	094.1e69
91570	mindik	(its) meat	busu-	(its) meat	094.1f13
91668	mindik	they	yeŋgân	they	094.1f0f
92326	mindik	(they) play	aŋgolat	(they) play	094.1f5a
91850	mindik	(he) washes	soŋgaŋ-	(he) washes	094.1f36
91752	mindik	left (side)	kani	left (side)	094.1e22
90954	mindik	(he) dies	komu-	(he) dies	094.1ef4
