ID	Language	Word	Gloss	Annotation	Cognacy
91191	dedua	(it) burns	dza-	(it) burns	094.1e08
92129	dedua	(he) sucks	abere-	(he) sucks	
90463	dedua	thou	ge	thou	094.1e7f
90911	dedua	(its) fat	wokemaŋ-	(its) fat	094.1f56
91205	dedua	road	siŋ	road	fbc
91513	dedua	(its) tongue	nameŋ-	(its) tongue	094.1f49
90631	dedua	(his) knee	fakuruŋ-	(his) knee	
92255	dedua	(his) mother	neŋgak-	(his) mother	094.1f5c
90827	dedua	sun	wonak	sun	
92017	dedua	worm	gbosu	worm	094.1e0f
91219	dedua	water	doku	water	094.1f31
91807	dedua	(he) throws	wa-	(he) throws	094.1eab
91233	dedua	smoke	husuk	smoke	094.1f63
91709	dedua	and	ama	and	094.1e62
90645	dedua	(its) claw	boŋ-	(its) claw	094.1ef0
91891	dedua	some	go-	some	094.1ecd
91247	dedua	(he) hit him	kpe-	(he) hit him	094.1f2f
92339	dedua	clothing	kambaŋ	clothing	094.1de4
90841	dedua	cloud	kurumeŋ	cloud	
91821	dedua	(he) pulls	tae-	(he) pulls	
91261	dedua	(he) knows	negen-	(he) knows	
92003	dedua	stick	gbaru	stick	094.1e28
90547	dedua	one	mokgu	one	094.1ec7
91905	dedua	short	wegen	short	
91275	dedua	sand	moŋgeŋ	sand	094.1e99
91919	dedua	wind	firaŋ	wind	
90855	dedua	rain	kia	rain	094.1ed9
92297	dedua	(he) shoots	wedek-	(he) shoots	094.1f59
91289	dedua	stone	hok	stone	094.1e55
91723	dedua	there	edi	there	094.1e1a
90869	dedua	(its) belly	kera-	(its) belly	094.1f2c
91457	dedua	woman	ŋak	woman	094.1e2c
91303	dedua	mountain	tiki	mountain	094.1eb2
92045	dedua	animal	yaŋ	animal	094.1f3e
90659	dedua	breast	namu-	breast	094.1e96
92171	dedua	old	esea	old	
91317	dedua	ashes	hama	ashes	094.1e68
91835	dedua	(he) pushes	tuŋge-	(he) pushes	094.1ec3
90883	dedua	(its) nose	soge-	(its) nose	094.1f54
91639	dedua	he	ye	he	094.1ec0
91331	dedua	earth	bânek	earth	094.1e7c
91555	dedua	(its) tail	dzi-	(its) tail	094.1ecf
91345	dedua	(its) leaf	mari-	(its) leaf	
91933	dedua	sky	kurumeŋ	sky	094.1ef7
90449	dedua	I	ni	I	1746,094.1ea4
91737	dedua	right (side)	foi	right (side)	094.1e75
91359	dedua	tree	ik	tree	094.1f55
91471	dedua	man	ŋik	man	094.1e14
90897	dedua	(its) heart	woso honduŋ-	(its) heart	
92311	dedua	(he) counts	âso-	(he) counts	094.1e11
90673	dedua	(he) comes	ere-	(he) comes	094.1eef
92059	dedua	(its) back	nade-	(its) back	
91373	dedua	(its) root	gode-	(its) root	094.1e59
92241	dedua	(his) father	mam-	(his) father	094.4a8
90561	dedua	two	yohokaŋ	two	094.1e07
91667	dedua	they	yeni	they	094.1f0e
91387	dedua	(its) seed	honduŋ-	(its) seed	094.1e6f
92031	dedua	snake	bâidzok	snake	
90925	dedua	(its) neck	ube-	its neck	094.1f06
91947	dedua	dust	wondok	dust	
91401	dedua	(its) ear	hedza-	(its) ear	094.1ebc
91569	dedua	(its) meat	fusi-	(its) meat	094.1f13
90939	dedua	(its) hair	dzowe-	(its) hair	094.1f41
92185	dedua	warm	hâroŋa	warm	094.1f18
91415	dedua	louse	yomiŋ	louse	094.1e02
92073	dedua	(its) wing	kpegaŋ-	(its) wing	094.1ead
90505	dedua	what	dafi	what	094.1e4e
92199	dedua	dull	enarakpak	dull	
91429	dedua	dog	kasi	dog	094.1f4d
91751	dedua	left (side)	kana	left (side)	094.1e22
90687	dedua	(he) sits	tak-	(he) sits	094.1f0a
91849	dedua	(he) washes	dzuak-	(he) washes	094.1f35
90953	dedua	(he) dies	home-	(he) dies	094.1ef4
92325	dedua	(they) play	ariak	(they) play	094.1f5b
91443	dedua	bird	neŋ	bird	094.34a2
91653	dedua	ye	ŋeni	ye	094.1f1b
90701	dedua	(he) gives me	nen-	(he) gives me	094.1ed7
90967	dedua	(he) sees me	nen-	(he) sees me	094.1ee0
91632	kate	(its) bone	siec-	(its) bone	094.1f1a
90512	kate	what	wemo	what	094.1e4e
92080	kate	(its) wing	fakec-	(its) wing	
90974	kate	(he) sees me	honecnu-	(he) sees me	094.1edf
91492	kate	(its) blood	soc-	(its) blood	094.1f5d
90708	kate	(he) gives me	nare-	(he) gives me	094.1ed8
91968	kate	lake	dzâkâŋ	lake	094.1e71
90988	kate	(he) sleeps	fo-	(he) sleeps	094.1f39
91772	kate	(he) holds	ro-	(he) holds	094.1e6b
90456	kate	I	no	I	1746,094.1ea5
91590	kate	(its) eye	dzâŋe-	(its) eye	094.1eb9
91002	kate	(he) eats	nâ-	(he) eats	094.207f
91688	kate	where	wena	where	
90722	kate	(he) stands	doma-	(he) stands	094.1df7
91856	kate	(he) washes	dzure-	(he) washes	094.1f34
91016	kate	(he) bites it	ki-	(he) bites it	094.1e5e
92206	kate	dull	mic mâŋ	dull	
90582	kate	(he) says	mu-	(he) says	094.1e91
92276	kate	(she) sews	gbâtâ-	(she) sews	094.1f28
91030	kate	black	gâgâpâc	black	094.1e8e
92150	kate	(he) cries	kio-	(he) cries	
90736	kate	all	sasawa	all	094.1e32
92360	kate	work	gie	work	094.1e5b
91044	kate	green	ârâŋbâric	green	094.1ea3
92374	kate	spear	damu	spear	094.1e1e
90596	kate	moon	mosa	moon	094.1eed
91618	kate	(its) head	kpitsec-	(its) head	
91058	kate	white	kapŋ kapŋ	white	094.1e2e
91870	kate	(he) digs	wise-	(he) digs	094.1eca
91072	kate	red	bâbâroŋ	red	094.1e79
91716	kate	and	eme	and	094.1e62
90750	kate	many	bocyaha	many	094.1df3
91660	kate	ye	ŋoŋe	ye	094.1f1d
91086	kate	yellow	bâŋeŋne	yellow	094.1e36
92220	kate	(his) brother	hahac-	(his) brother	094.1e92
90764	kate	night	ŋafe	night	
91982	kate	(its) flower	âri-	(its) flower	094.1e04
91100	kate	good	biaŋne	good	
92108	kate	(he) vomits	maŋu-	(he) vomits	
91114	kate	hot	dzoc	hot	
92388	kate	(he) blows	ficne-	(he) blows	094.354c
90610	kate	round	orâŋ orâŋ	round	094.1e8a
91506	kate	(his) hand	me-	(his) hand	094.1de3
90778	kate	long	dzoricne	long	094.1df0
92234	kate	(his) sister	seŋ-	(his) sister	094.1eaa
91128	kate	new	gbâricne	new	094.1e87
91912	kate	short	bembeŋ	short	094.1f25
90526	kate	that	I	that	1275
92402	kate	(it) swells	siwiŋne-	(it) swells	094.1edc
91142	kate	(it is) dry	kereŋke-	(it is) dry	094.1deb
91786	kate	(he) falls	waha-	(he) falls	094.1e20
90792	kate	big	kâcgbene	big	
92248	kate	(his) father	mamac-	(his) father	094.4a8
91156	kate	cold	mâteŋne	cold	094.1f44
92010	kate	stick	gbaru	stick	094.1e28
90624	kate	(it is) full	fuse-	(it is) full	094.1ee4
92122	kate	(he) laughs	gâwie-	(he) laughs	094.1ee3
91170	kate	(its) name	dzâne-	(its) name	094.1e0a
91744	kate	right (side)	fâre	right (side)	094.1e73
91184	kate	not	mi	not	094.1f51
91674	kate	they	yaŋe	they	094.1f0c
90806	kate	small	piticne	small	
90918	kate	(its) fat	wokemaŋ	(its) fat	094.1f56
90540	kate	this	dzi	this	094.1f03
91548	kate	(its) foot	kike-	(its) foot	094.1e1c
91198	kate	(it) burns	dza-	(it) burns	094.1e08
92136	kate	(he) sucks	apuru-	(he) sucks	
90820	kate	star	bâpiŋ	star	094.1e3a
92262	kate	(his) mother	neŋgoc-	(his) mother	094.1f5c
91212	kate	road	hata	road	
91800	kate	(he) turns	bârisie-	(he) turns	094.1e65
91226	kate	water	opâ	water	
91520	kate	(its) tongue	nameŋ-	(its) tongue	094.1f49
90834	kate	sun	dzoaŋ	sun	2f20
92346	kate	clothing	kporuc	clothing	094.1de6
91240	kate	smoke	hosâc	smoke	094.1f63
92024	kate	worm	gbasu	worm	094.1e89
90638	kate	(his) knee	dieŋ	(his) knee	094.1e85
92290	kate	rope	muc	rope	
91254	kate	(he) hit him	kpa-	(he) hit him	094.1f2f
91898	kate	some	gâc-	some	094.1ecd
90848	kate	cloud	karorac	cloud	
92178	kate	old	raŋgbaŋ	old	094.1ef5
90470	kate	thou	go	thou	094.1e7f,1972
92164	kate	(he) spits	tâfec-	(he) spits	094.1e9f
91268	kate	(he) knows	mana-	(he) knows	094.1de8
91996	kate	(its) fruit	fâric-	(its) fruit	094.1e51
90652	kate	(its) claw	misiŋ-	(its) claw	
92038	kate	snake	homa	snake	094.1e27
91282	kate	sand	moŋgeŋ	sand	094.1e99
91814	kate	(he) throws	behe-	(he) throws	
91450	kate	bird	wipe	bird	
91730	kate	there	ocna	there	
91296	kate	stone	kpânâ	stone	
90484	kate	we	ŋâŋâc	we	094.1f4e
91464	kate	woman	ŋokac	woman	094.1e2c
91534	kate	(its) tooth	mic-	(its) tooth	
90862	kate	rain	hoe	rain	094.1ed9
91604	kate	(its) skin	sahac-	(its) skin	
90498	kate	who	moc	who	094.1f2a
91562	kate	(its) tail	gec-	(its) tail	
91310	kate	mountain	tiki	mountain	094.1eb2
91926	kate	wind	mâŋâŋ	wind	094.1eae
90876	kate	(its) belly	bu-	(its) belly	
92052	kate	animal	kpowi	animal	
91324	kate	ashes	dzafe	ashes	094.1e67
91828	kate	(he) pulls	fâre-	(he) pulls	094.1e00
90554	kate	one	mocyaha	one	094.1ec7
92094	kate	(its) breath	noka-	(its) breath	094.1dfb
91338	kate	earth	mâreŋ	earth	094.1e7d
91646	kate	he	e	he	094.1ec0
90666	kate	breast	moŋ-	breast	094.1e95
92318	kate	(he) counts	wose-	(he) counts	094.1e11
90890	kate	(its) nose	sâke-	(its) nose	094.1f54
92066	kate	(its) back	râpe-	(its) back	
91352	kate	(its) leaf	rehac-	(its) leaf	094.1ed4
91940	kate	sky	sambâŋ	sky	094.1ef8
91366	kate	tree	yâc	tree	094.1e9c
91842	kate	(he) pushes	tuŋke-	(he) pushes	094.1ec3
90904	kate	(its) heart	bu hândâŋ-	(its) heart	
92192	kate	warm	hâroŋne	warm	094.1f18
91478	kate	man	ŋic	man	094.1e14
91758	kate	left (side)	kpana	left (side)	094.1e22
91380	kate	(its) root	gâtâ-	(its) root	094.1e59
91884	kate	(he) cuts	hetâcne-	(he) cuts	
90680	kate	(he) comes	wefu-	(he) comes	
91702	kate	how	weniŋuc	how	
91394	kate	(its) seed	hândâŋ-	(its) seed	094.1e6f
92332	kate	(they) play	mamasiri-	(they) play	
91408	kate	(its) ear	hatsec-	(its) ear	094.1ebc
92304	kate	(he) shoots	muru-	(he) shoots	
90932	kate	(its) neck	upe-	its neck	094.1f06
91576	kate	(its) meat	bihuc-	(its) meat	094.1f12
90568	kate	two	yayahec	two	094.1e07
91954	kate	dust	gâc	dust	
91422	kate	louse	imeŋ	louse	094.1e02
90946	kate	(its) hair	dzâwâ-	(its) hair	094.1f41
91436	kate	dog	kpâto	dog	094.1f4b
90960	kate	(he) dies	hâmo-	(he) dies	094.1ef4
90694	kate	(he) sits	ŋe-	(he) sits	094.1f0b
91725	komba	there	ade	there	094.1e1a
90703	komba	(he) gives me	nih-	(he) gives me	094.1ed6
91627	komba	(its) bone	tân-	(its) bone	
90577	komba	(he) says	s-	(he) says	094.1e90
91655	komba	ye	zen	ye	094.1f1c
90983	komba	(he) sleeps	zi-	(he) sleeps	094.1f3c
92397	komba	(it) swells	suk-	(it) swells	094.1efe
90997	komba	(he) eats	ni-	(he) eats	094.207f
91809	komba	(he) throws	pan-	(he) throws	
90717	komba	(he) stands	kin-	(he) stands	094.1df5
92355	komba	work	nep	work	094.1e17
91011	komba	(he) bites it	zihi-	(he) bites it	094.1e5f
91823	komba	(he) pulls	oloŋ-	(he) pulls	094.1e83
91025	komba	black	sumun sumun	black	
91949	komba	dust	isak	dust	094.1f1f
90731	komba	all	aksik	all	25
91865	komba	(he) digs	keda-	(he) digs	094.1ec8
91039	komba	green	wâhân wâhân	green	
92271	komba	(she) sews	gare-	(she) sews	094.1f61
90591	komba	moon	kain	moon	094.1eeb
91977	komba	(its) flower	bâlo-	(its) flower	
91501	komba	(his) hand	bit-	(his) hand	094.1e78
91585	komba	(its) eye	si-	(its) eye	094.1eb7
91053	komba	white	kau kau	white	094.1e30
91739	komba	right (side)	bon	right (side)	094.1e77
90745	komba	many	biwirâ	many	094.1df2
91753	komba	left (side)	kane	left (side)	094.1e22
90521	komba	that	zo	that	094.1edb
92369	komba	spear	ligip	spear	094.1e9e
91067	komba	red	kuriŋ	red	094.1e7b
92341	komba	clothing	pet	clothing	094.1e13
91431	komba	dog	wau	dog	2e3c
91543	komba	(its) foot	ki-	(its) foot	094.1e1c
91081	komba	yellow	gibaŋ gibaŋ	yellow	094.1e33
91991	komba	(its) fruit	bon-	(its) fruit	094.1e53
90759	komba	night	ŋatik	night	
91711	komba	and	opŋâ	and	094.1e60
90605	komba	round	gawâŋ gawâŋ	round	094.1e8c
91599	komba	(its) skin	sâk-	(its) skin	094.1f16
91095	komba	good	âlipŋâ	good	094.1e5c
91683	komba	where	wanân	where	094.1eb1
90465	komba	thou	gâ	thou	094.1e7f
92383	komba	(he) blows	waa-	(he) blows	094.1f65
91109	komba	hot	kârâp	hot	094.1e43
92019	komba	worm	guk	worm	094.1e0f
90773	komba	long	kârep	long	094.1def
92229	komba	(his) sister	uru-	(his) sister	
91123	komba	new	irakŋâ	new	094.1e88
91781	komba	(he) falls	lokgi-	(he) falls	
91515	komba	(its) tongue	nâbâlam-	(its) tongue	094.1f48
91963	komba	lake	degân	lake	094.1e71
91137	komba	(it is) dry	ararâŋ-	(it is) dry	094.1dec
92145	komba	(he) cries	isi-	(he) cries	094.1efb
90787	komba	big	patâ	big	094.1e3f
92103	komba	(he) vomits	mohat-	(he) vomits	094.1e45
91151	komba	cold	pâteŋ	cold	
91879	komba	(he) cuts	mânâga-	(he) cuts	
90619	komba	(it is) full	pik-	(it is) full	094.1ee7
92243	komba	(his) father	iwâ-	(his) father	094.1eff
91417	komba	louse	imen	louse	094.1e02
91613	komba	(its) head	kauk-	(its) head	094.1e4c
91165	komba	(its) name	kut-	(its) name	094.1e09
92117	komba	(he) laughs	girâŋ-	(he) laughs	094.1ede
90801	komba	small	mâiktâ	small	10cf
92005	komba	stick	kabam	stick	094.1e29
90535	komba	this	zi	this	094.1f03
90913	komba	(its) fat	kelâk-	(its) fat	094.1f57
91179	komba	not	mâ	not	094.1f51
91795	komba	(he) turns	purik-	(he) turns	094.1e64
91193	komba	(it) burns	si-	(it) burns	094.1e08
92089	komba	(its) breath	yaak	(its) breath	
90815	komba	star	segelak	star	094.1e3b
92215	komba	(his) brother	ata-	(his) brother	094.1e94
90633	komba	(his) knee	simin-	(his) knee	094.1e84
92131	komba	(he) sucks	musuku-	(he) sucks	094.1e82
91207	komba	road	mâtâp	road	fb2
91893	komba	some	nâbut-	some	094.1ecc
91445	komba	bird	ni	bird	34a2
91697	komba	how	ikâi azo	how	
90493	komba	who	ŋâi	who	1cab
92257	komba	(his) mother	mam-	(his) mother	094.1e23
91221	komba	water	to	water	094.1f32
91767	komba	(he) holds	mi-	(he) holds	094.1e6a
90829	komba	sun	mirâsiŋ	sun	
91907	komba	short	târâp-	short	094.1f24
91459	komba	woman	abân	woman	094.1e2b
91921	komba	wind	berom	wind	094.1ecb
91249	komba	(he) hit him	ku-	(he) hit him	094.1f2d
92201	komba	dull	palâmŋâ	dull	094.1f3f
90843	komba	cloud	sasa	cloud	325
92299	komba	(he) shoots	zer-	(he) shoots	094.1f58
90647	komba	(its) claw	pakit-	(its) claw	094.1ef1
92173	komba	old	sobâ	old	094.1ec2
91235	komba	smoke	mudo	smoke	
92033	komba	snake	mulum	snake	1111
91263	komba	(he) knows	naga-	(he) knows	094.1de9
91641	komba	he	zâk	he	094.1ebf
91529	komba	(its) tooth	sât-	(its) tooth	094.1f5e
92159	komba	(he) spits	tâp-	(he) spits	094.1ea1
91277	komba	sand	sak	sand	094.1e98
92313	komba	(he) counts	sâlâpku-	(he) counts	094.1e10
90857	komba	rain	map	rain	094.1eda
92047	komba	animal	zu	animal	094.1f64
90549	komba	one	kânok	one	094.1ec4
91935	komba	sky	subem	sky	094.1efa
91291	komba	stone	kât	stone	094.1e54
92187	komba	warm	uruk uruk	warm	094.1f19
91305	komba	mountain	bakŋa	mountain	
91837	komba	(he) pushes	maati-	(he) pushes	
90871	komba	(its) belly	tip-	(its) belly	094.1f2e
92061	komba	(its) back	kâdât-	(its) back	094.1e39
90661	komba	breast	nam-	breast	094.1e96
92075	komba	(its) wing	awât-	(its) wing	
91557	komba	(its) tail	daa-	(its) tail	094.1ecf
91669	komba	they	zâk	they	094.1f11
91319	komba	ashes	kau	ashes	094.1e69
92285	komba	rope	tâk	rope	094.1e0d
91473	komba	man	a	man	094.1e15
91851	komba	(he) washes	sâgon-	(he) washes	094.1f36
91333	komba	earth	an	earth	094.1e7e
92327	komba	(they) play	sero	(they) play	
90885	komba	(its) nose	sâgân-	(its) nose	094.1f53
91347	komba	(its) leaf	iin-	(its) leaf	094.1ed5
91389	komba	(its) seed	keet-	(its) seed	094.1e6c
90451	komba	I	nâ	I	094.1ea5
91361	komba	tree	nak	tree	094.1e9a
90899	komba	(its) heart	kabiam-	(its) heart	094.1f33
91375	komba	(its) root	âdâŋ-	(its) root	094.1e5a
90675	komba	(he) comes	ga-	(he) comes	094.1eee
90927	komba	(its) neck	gâdu-	its neck	
91571	komba	(its) meat	sunum-	(its) meat	094.1f14
90563	komba	two	zâhât	two	094.1e06
91403	komba	(its) ear	kidap-	(its) ear	094.1ebc
90941	komba	(its) hair	sâmot-	(its) hair	094.1f42
90689	komba	(he) sits	ta-	(he) sits	094.1f0a
90507	komba	what	wan	what	094.1e4f
90955	komba	(he) dies	mu-	(he) dies	34a7,094.1ef3
91487	komba	(its) blood	sep-	(its) blood	094.1f5d
