ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Borong-1_i-1,90452,Borong,1_i,ni,ni,n i,I,McElhanon1967,1,,^ n i $,default
Borong-89_where-1,91684,Borong,89_where,daaŋeŋ,daaŋeŋ,d a a ŋ e ŋ,where,McElhanon1967,2,,^ d a a ŋ e ŋ $,default
Borong-2_thou-1,90466,Borong,2_thou,gi,gi,g i,thou,McElhanon1967,3,,^ g i $,default
Borong-110_itsflower-1,91978,Borong,110_itsflower,dzura-,dzura-,dz u r a,(its) flower,McElhanon1967,4,,^ dz u r a -$,default
Borong-3_we-1,90480,Borong,3_we,nono,nono,n o n o,we,McElhanon1967,5,,^ n o n o $,default
Borong-98_hethrows-1,91810,Borong,98_hethrows,mesao-,mesao-,m e s a o,(he) throws,McElhanon1967,6,,^ m e s a o -$,default
Borong-10_hesays-1,90578,Borong,10_hesays,dzo-,dzo-,dz o,(he) says,McElhanon1967,7,,^ dz o -$,default
Borong-117_itswing-1,92076,Borong,117_itswing,eŋgaŋ-,eŋgaŋ-,e ŋ g a ŋ,(its) wing,McElhanon1967,8,,^ e ŋ g a ŋ -$,default
Borong-19_hegivesme-1,90704,Borong,19_hegivesme,non-,non-,n o n,(he) gives me,McElhanon1967,9,,^ n o n -$,default
Borong-126_dull-1,92202,Borong,126_dull,dzitakpaak,dzitakpaak,dz i t a kp a a k,dull,McElhanon1967,10,,^ dz i t a kp a a k $,default
Borong-39_hesleeps-1,90984,Borong,39_hesleeps,e-,e-,e,(he) sleeps,McElhanon1967,11,,^ e -$,default
Borong-109_lake-1,91964,Borong,109_lake,aŋgoŋ,aŋgoŋ,a ŋ g o ŋ,lake,McElhanon1967,12,,^ a ŋ g o ŋ $,default
Borong-40_heeats-1,90998,Borong,40_heeats,ne-,ne-,n e,(he) eats,McElhanon1967,13,,^ n e -$,default
Borong-137_work-1,92356,Borong,137_work,gawoŋ,gawoŋ,g a w o ŋ,work,McElhanon1967,14,,^ g a w o ŋ $,default
Borong-20_hestands-1,90718,Borong,20_hestands,nan-,nan-,n a n,(he) stands,McElhanon1967,15,,^ n a n -$,default
Borong-82_itseye-1,91586,Borong,82_itseye,dzaa-,dzaa-,dz a a,(its) eye,McElhanon1967,16,,^ dz a a -$,default
Borong-41_hebitesit-1,91012,Borong,41_hebitesit,ki-,ki-,k i,(he) bites it,McElhanon1967,17,,^ k i -$,default
Borong-138_spear-1,92370,Borong,138_spear,wasak,wasak,w a s a k,spear,McElhanon1967,18,,^ w a s a k $,default
Borong-21_all-1,90732,Borong,21_all,kuuya,kuuya,k u u y a,all,McElhanon1967,19,,^ k u u y a $,default
Borong-127_hisbrother-1,92216,Borong,127_hisbrother,dat-,dat-,d a t,(his) brother,McElhanon1967,20,,^ d a t -$,default
Borong-42_black-1,91026,Borong,42_black,indzaŋa,indzaŋa,i n dz a ŋ a,black,McElhanon1967,21,,^ i n dz a ŋ a $,default
Borong-131_shesews-1,92272,Borong,131_shesews,euŋme-,euŋme-,e u ŋ m e,(she) sews,McElhanon1967,22,,^ e u ŋ m e -$,default
Borong-6_that-1,90522,Borong,6_that,lo,lo,l o,that,McElhanon1967,23,,^ l o $,default
Borong-95_heholds-1,91768,Borong,95_heholds,me-,me-,m e,(he) holds,McElhanon1967,24,,^ m e -$,default
Borong-11_moon-1,90592,Borong,11_moon,koiŋ,koiŋ,k o i ŋ,moon,McElhanon1967,25,,^ k o i ŋ $,default
Borong-136_clothing-1,92342,Borong,136_clothing,opo,opo,o p o,clothing,McElhanon1967,26,,^ o p o $,default
Borong-43_green-1,91040,Borong,43_green,asoŋ asoŋ,asoŋ asoŋ,a s o ŋ + a s o ŋ,green,McElhanon1967,27,,^ a s o ŋ + a s o ŋ $,default
Borong-102_hedigs-1,91866,Borong,102_hedigs,toguŋken-,toguŋken-,t o g u ŋ k e n,(he) digs,McElhanon1967,28,,^ t o g u ŋ k e n -$,default
Borong-22_many-1,90746,Borong,22_many,mamagu,mamagu,m a m a g u,many,McElhanon1967,29,,^ m a m a g u $,default
Borong-118_itsbreath-1,92090,Borong,118_itsbreath,osoŋgoŋ,osoŋgoŋ,o s o ŋ g o ŋ,(its) breath,McElhanon1967,30,,^ o s o ŋ g o ŋ $,default
Borong-44_white-1,91054,Borong,44_white,tataaŋkota,tataaŋkota,t a t a a ŋ k o t a,white,McElhanon1967,31,,^ t a t a a ŋ k o t a $,default
Borong-111_itsfruit-1,91992,Borong,111_itsfruit,oŋ-,oŋ-,o ŋ,(its) fruit,McElhanon1967,32,,^ o ŋ -$,default
Borong-23_night-1,90760,Borong,23_night,ketek,ketek,k e t e k,night,McElhanon1967,33,,^ k e t e k $,default
Borong-119_hevomits-1,92104,Borong,119_hevomits,lon-,lon-,l o n,(he) vomits,McElhanon1967,34,,^ l o n -$,default
Borong-45_red-1,91068,Borong,45_red,osoga,osoga,o s o g a,red,McElhanon1967,35,,^ o s o g a $,default
